qiyma	Oshxona	Maydalab toʻgʻralgan goʻsht.
qiyom	Oshxona	Shakar eritmasining quyuq holati.
qiyoq	Tabiat	Qirrali bargli oʻtkir oʻt oʻsimligi.
qiyos	Ilm	Ikki narsani solishtirib koʻrish.
qobiq	Tabiat	Narsaning ustki qattiq qatlami.
qobon	Hayvonot	Yovvoyi toʻngʻizning erkagi.
qochoq	Jamiyat	Taʼqibdan yashirinib yurgan kimsa.
qogʻoz	Ilm	Yozuv uchun yupqa varaq material.
qoida	Ilm	Amal qilinishi lozim boʻlgan tartib.
qolip	Asbob	Bir xil shakl berish uchun andoza.
qomus	Ilm	Barcha sohani qamrovchi izohli toʻplam.
qonun	Jamiyat	Davlat oʻrnatgan majburiy tartib hujjati.
qorin	Jism	Tananing ichak-oshqozon joylashgan qismi.
qoshiq	Uy-roʻzgʻor	Suyuq taom ichishga moʻljallangan dastali buyum.
qotil	Jamiyat	Odam oʻldirgan jinoyatchi.
qovoq	Oshxona	Yirik dumaloq poliz mevasi.
qovun	Oshxona	Shirin sersuv sariq poliz ekini.
qovuq	Jism	Suyuqlik yigʻiladigan ichki pufak aʼzo.
qoziq	Asbob	Yerga qoqiladigan uchli yogʻoch.
qozon	Uy-roʻzgʻor	Taom pishiriladigan chuqur metall idish.
qoʻbiz	Sanʼat	Kamon bilan chalinadigan qadimiy torli soz.
qoʻnim	Tuygʻu	Bir joyda muqim qolish holati.
qoʻnoq	Oila	Uyga tashrif buyurgan mehmon.
qoʻrchi	Tarix	Hukmdorning qurol-yarogʻ saqlovchisi.
qoʻriq	Tabiat	Haydalmagan boʻz yer.
qoʻshchi	Kasb-hunar	Yer haydovchi dehqon.
qoʻshin	Jamiyat	Davlatning harbiy kuchlari.
qoʻshiq	Sanʼat	Kuy bilan aytiladigan sheʼriy asar.
qoʻshni	Oila	Yonma-yon yashovchi kishi.
qoʻtir	Jism	Terini qichitib toshiruvchi kasallik.
qoʻton	Hayvonot	Suv boʻyida yashovchi uzun oyoqli qush.
qoʻtos	Hayvonot	Baland togʻlarda boqiladigan sershoq yirik mol.
qoʻzoq	Tabiat	Dukkakli oʻsimlikning urugʻ xaltasi.
qubba	Qurilish	Bino ustidagi gumbaz shaklidagi qism.
quduq	Tabiat	Suv olish uchun qazilgan chuqur oʻra.
quloch	Jism	Ikki qoʻl yoyilgandagi masofa oʻlchovi.
qulon	Hayvonot	Dashtda yashovchi yovvoyi eshaksimon jonivor.
quloq	Jism	Eshitish aʼzosi.
qumri	Hayvonot	Kaptarsimon mayda xushovoz qush.
qurol	Asbob	Jang yoki ish uchun moslama.
quroq	Kiyim	Mato parchalaridan ulab tikilgan buyum.
qurum	Uy-roʻzgʻor	Tutundan oʻtirgan qora parda.
qushchi	Kasb-hunar	Ovga parranda oʻrgatuvchi mutaxassis.
quvur	Qurilish	Suyuqlik oqiziladigan ichi boʻsh uzun buyum.
quyon	Hayvonot	Uzun quloqli qoʻrqoq kemiruvchi jonivor.
quyosh	Tabiat	Yerga nur va issiqlik beruvchi yulduz.
quyun	Tabiat	Aylanib koʻtariluvchi kuchli shamol ustuni.
