tuhfa	Tuygʻu	Qadrli sovgʻa, armugʻon.
tulki	Hayvonot	Ayyorligi bilan mashhur uzun dumli jonivor.
tulum	Uy-roʻzgʻor	Teridan tikilgan suyuqlik idishi.
tuman	Tabiat	Yer bagʻirlagan quyuq bugʻ pardasi.
tumor	Din	Koʻz tegishidan asrovchi taqinchoq.
tumov	Jism	Burun bitib aksa urdiradigan xastalik.
turna	Hayvonot	Uzun oyoqli, tizilib uchadigan qush.
turoq	Sanʼat	Sheʼr vaznidagi ritmik boʻlak.
tushum	Savdo	Kassaga kirib keladigan daromad.
tutak	Sanʼat	Puflab chalinadigan kichik cholgʻu.
tutam	Uy-roʻzgʻor	Bir qoʻlga sigʻadigan dasta miqdor.
tutun	Tabiat	Yonishdan koʻtariladigan kulrang gaz.
tutuq	Til	Ayrim soʻzlarda talaffuz uzilishini bildiruvchi belgi.
tuvak	Uy-roʻzgʻor	Gul oʻtqaziladigan sopol idish.
tuxum	Oshxona	Parranda beradigan poʻstli oziq mahsuloti.
tuygʻu	Tuygʻu	Qalbda kechadigan his.
tuyoq	Hayvonot	Otning oyogʻidagi qattiq shox qatlami.
tuyuq	Sanʼat	Soʻz oʻyiniga qurilgan toʻrtlik sheʼr.
tuzoq	Asbob	Jonivor ilintirish uchun qoʻyiladigan moslama.
tuzum	Jamiyat	Davlat boshqaruvining tartiboti.
